episode,score,epsilon,budget,uncertainty
100,3.0,0.05,34508,0.054005415002353195
101,-1.0,0.05,34091,0.05929009379493342
102,2.0,0.05,33783,0.054961551625794844
103,1.0,0.05,33020,0.0975434029660367
104,5.0,0.05,32683,0.057249783628753256
105,1.0,0.05,32237,0.06732120434114687
106,9.0,0.05,32018,0.05172405469405536
107,1.0,0.05,31614,0.06352574354428857
108,9.0,0.05,31300,0.054842705965966264
109,1.0,0.05,30973,0.057226747631908936
110,6.0,0.05,30672,0.05481697396287022
111,6.0,0.05,30388,0.05402693566918257
112,-2.0,0.05,29969,0.06393056589466806
113,10.0,0.05,29720,0.05612388081321539
114,10.0,0.05,29426,0.05534642551083282
115,8.0,0.05,29132,0.05619759252321118
116,1.0,0.05,28777,0.06258154232814307
117,18.0,0.05,28513,0.06095017598857987
118,3.0,0.05,28202,0.0553593120073116
119,14.0,0.05,27971,0.05339465592508088
120,9.0,0.05,27699,0.05675873886496864
121,8.0,0.05,27486,0.051110014979481685
122,8.0,0.05,27317,0.04804277391812677
123,11.0,0.05,27172,0.04714844582956877
124,12.0,0.05,27011,0.04676327470618645
125,16.0,0.05,26904,0.044187330025174276
126,14.0,0.05,26783,0.04275118689299846
127,13.0,0.05,26692,0.03986159200615251
128,16.0,0.05,26610,0.04083661865390696
129,9.0,0.05,26489,0.043739143876266484
130,14.0,0.05,26379,0.04290306945899722
131,18.0,0.05,26266,0.04599770173323184
132,11.0,0.05,26142,0.04256781342542302
133,18.0,0.05,26027,0.045970056738354116
134,11.0,0.05,25909,0.04263548778406785
135,19.0,0.05,25831,0.04260073640052231
136,16.0,0.05,25733,0.04257444825638577
137,12.0,0.05,25612,0.04261426099426512
138,11.0,0.05,25488,0.04408477150524656
139,16.0,0.05,25392,0.04166161010762958
140,18.0,0.05,25319,0.041180835045373364
141,13.0,0.05,25222,0.04079006594805516
142,16.0,0.05,25139,0.04086350561126942
143,17.0,0.05,25081,0.039275364750338826
144,17.0,0.05,25017,0.03948107062417194
145,14.0,0.05,24946,0.03774369691923079
146,14.0,0.05,24876,0.03722688906295737
147,16.0,0.05,24803,0.03968552349370564
148,17.0,0.05,24736,0.03769778725805835
149,17.0,0.05,24679,0.037624973038994994
150,13.0,0.05,24621,0.0366590454414925
151,8.0,0.05,24568,0.03661038225700958
152,7.0,0.05,24475,0.039757508155473395
153,16.0,0.05,24431,0.03413758268119388
154,13.0,0.05,24391,0.03335538988432908
155,13.0,0.05,24330,0.03458348170972182
156,12.0,0.05,24262,0.034264212873438976
157,16.0,0.05,24233,0.031210069264437854
158,12.0,0.05,24206,0.03234912347964112
